SK_ID_CURR,TARGET
100001,0.07851457787440602
100005,0.1379263019701663
100013,0.08219366728496903
100028,0.08092138862783617
100038,0.13261834508574424
100042,0.06427888990341162
100057,0.09433683133307447
100065,0.10940564373594477
100066,0.05517726159850599
100067,0.09376299226533712
100074,0.08014846004854849
100090,0.12499391351185783
100091,0.11777333221849616
100092,0.11040157883329618
100106,0.1329654235139271
100107,0.10401559056510834
100109,0.11242653857633966
100117,0.09148151731919946
100128,0.07427608898476964
100141,0.1070124449242798
100150,0.07940272885424476
100168,0.0665619628849431
100169,0.04984994805668061
100170,0.09066166221266021
100171,0.10870960342899998
100172,0.13412537222407805
100184,0.08360238453272097
100187,0.07128818304009948
100212,0.08778033539830864
100222,0.10285563007791748
100223,0.06377899792024691
100232,0.07493325716711606
100241,0.13571406758587065
100245,0.07874503798505504
100253,0.06694364930919183
100256,0.10193013461001466
100271,0.0670798257349684
100278,0.12066355260277117
100280,0.07317271376356502
100306,0.14169471092660524
100311,0.12069326241924411
100312,0.07154969387398441
100330,0.09059156333684285
100331,0.10630383691854252
100352,0.09681152061599706
100358,0.1163630214037571
100367,0.10020384345065156
100382,0.08544326116360712
100384,0.07919626257685294
100385,0.1019639651160938
100386,0.08524628502173497
100399,0.07867233895163774
100404,0.0773333855118885
100416,0.07096329648561547
100422,0.14248495482377385
100426,0.08738176587866785
100438,0.07348930599286801
100444,0.10463307840228699
100445,0.12496608904781814
100446,0.10627431767136361
100447,0.07447004622119269
100450,0.08355084580690961
100466,0.0975670872025918
100483,0.07762854344214228
100484,0.06146475434685116
100494,0.09154364950616321
100510,0.12349584102989938
100512,0.07063895845797513
100517,0.08013226024087934
100548,0.06575272831721089
100551,0.08072915030545165
100552,0.1299861998739261
100553,0.0884689058674359
100561,0.10011003013351126
100568,0.1371596997461633
100569,0.06974983477029147
100591,0.10395226953106348
100592,0.060967992158847684
100602,0.09618246287266606
100607,0.09462527240589565
100613,0.09349040024138208
100617,0.07487339990262397
100618,0.10614997339457402
100622,0.1527055605511729
100625,0.10453720502974063
100677,0.09375310022484973
100699,0.08868131435932997
100702,0.14406571178896768
100711,0.07706757238564463
100729,0.14679971726712357
100740,0.11863686650737358
100744,0.11138944917241393
100745,0.10301142266730366
100747,0.10480969818799249
100751,0.11374527621049026
100752,0.0945751906644266
100753,0.14729557199901708
100754,0.11629086883724037
100760,0.11381924062132381
100762,0.10136727365092905
100763,0.08537564460786659
100765,0.0863221796445283
100770,0.09722834538611182
100772,0.08489027626381153
100777,0.08957163962014437
100791,0.07520951621606611
100792,0.07280491805239948
100797,0.1004856525594571
100823,0.10210784777921628
100826,0.10470923551963614
100830,0.07406567008073815
100836,0.12634465185116953
100872,0.09123938406426554
100910,0.09687499464681243
100913,0.07489594294919055
100918,0.09338803411545217
100931,0.0679606144737618
100952,0.11910975311208066
100953,0.08775827311995633
100965,0.11418482871941371
100970,0.08791019665544506
100982,0.11352710045345253
100983,0.09721313552590305
100984,0.07369868432161181
100987,0.1192566566264344
100997,0.08488546372461371
100998,0.12889214814275315
101002,0.11222872042388927
101005,0.13507867408795832
101008,0.13040840173607016
101020,0.11217724836861376
101021,0.10918332691135368
101024,0.0855969990138106
101025,0.1355541332952729
101026,0.0946037237353644
101031,0.08643991657314322
101041,0.07196555138215316
101051,0.06084172595282641
101055,0.10093784264432654
101056,0.11301411231110635
101057,0.10870202471412037
101064,0.07987913479292527
101079,0.09646192152587116
101087,0.09189385855184824
101090,0.07022356737653589
101092,0.09477032274660295
101097,0.11252698825880066
101099,0.06863094949956017
101107,0.10756116724353029
101118,0.10778678622410302
101125,0.09701928635846568
101126,0.08049437348899248
101128,0.11880593879813565
101136,0.12276711481296451
101140,0.10601567418611203
101149,0.0837251474920015
101160,0.08166389601861045
101169,0.13323821462593052
101181,0.086857751011154
101186,0.06362993315834295
101190,0.11712541514813571
101193,0.11732950937080591
101194,0.08928700660150277
101198,0.10047350690337975
101200,0.07257653663418002
101204,0.10926415776562462
101211,0.08451784437788487
101213,0.08228647446960556
101223,0.08429058851195141
101225,0.10561893712988517
101237,0.08813890970348272
101243,0.09127342315201672
101244,0.119143408520522
101258,0.08113189727238364
101259,0.14489807940233085
101268,0.11562751644100754
101269,0.08315949573156219
101271,0.12462550309079677
101279,0.0739235347058692
101281,0.09707924575252853
101287,0.08145310922151536
101292,0.07505016121892624
101294,0.08385518861660887
101296,0.07339230447595062
101297,0.08676174958008487
101299,0.07015157008059299
101301,0.09105508951099305
101305,0.08565509730015933
101308,0.06643910564833022
101318,0.06476972242824335
101327,0.11295809487916686
101329,0.11758971245623741
101332,0.0685171163496864
101337,0.0991332741733938
101343,0.07207620399977899
101345,0.07715540970395107
101346,0.10347146061287349
101353,0.05641859092058725
101354,0.11371616915899813
101355,0.1090819473455501
101356,0.06612822889313197
101362,0.11296883970270692
101363,0.14109746884358204
101365,0.08406643121195398
101366,0.11067683881357322
101367,0.12989574794127054
101368,0.05917462101617488
101374,0.11604123512051032
101380,0.07679020024089522
101383,0.07015722829743692
101398,0.06216481700407633
101399,0.13706033194777073
101401,0.12254401310198135
101412,0.10514769488629745
101426,0.12534256973982877
101427,0.1389850753624248
101428,0.10407212076928866
101429,0.10102112898482629
101434,0.08774963021848094
101440,0.09960382028706787
101448,0.10743783267992037
101449,0.09474436515022863
101465,0.08051077129648125
101467,0.08717730366923133
101472,0.140634762163561
101478,0.09252964032687319
101497,0.09125455245873539
101504,0.08096527376468406
101547,0.08350374144563787
101548,0.1047606169579083
101555,0.09006903447820323
101570,0.09947910397784827
101572,0.0813236726023379
101578,0.08688828871293101
101580,0.12024805733094367
101588,0.10149389983624321
101602,0.08696755063414678
101610,0.10083551275495459
101614,0.12374556939043384
101616,0.10363892772086718
101643,0.10765810751362222
101644,0.10598020923123588
101649,0.09530822178899426
101650,0.10316676061229962
101665,0.0667230255551885
101667,0.11528264023367771
101669,0.06668639599618742
101674,0.10934395271443872
101675,0.09152458584540031
101678,0.11042691298203
101682,0.08906625138912008
101686,0.10670605014676614
101697,0.14721875294439393
101700,0.10046233026835223
101711,0.07564042056956088
101714,0.057061165229394875
101715,0.11764912831043745
101728,0.09629031778661654
101732,0.0829139627886452
101757,0.0934786453713433
101758,0.10776906304651217
101759,0.10505172588792804
101762,0.055858935466111675
101764,0.08679006640337994
101780,0.11889815815121073
101784,0.10629983126346314
101789,0.07513333825789859
101816,0.08870612834173527
101819,0.07799912238146532
101827,0.05888427295807481
101863,0.11060590985595624
101867,0.12283841031129211
101870,0.06985244404558538
101873,0.11740546880926972
101878,0.08976981407075924
101879,0.06558187337248403
101880,0.075354187859299
101887,0.10694076187220669
101897,0.06937081959051104
101901,0.07510724112685575
101903,0.14956732738394188
101920,0.09634873374850467
101921,0.09032928980972385
101922,0.08509884745508246
101961,0.12880134320999306
101962,0.0847266214351741
