SK_ID_CURR,TARGET
100001,0.21360347910251612
100005,0.4228069732460349
100013,0.14561691309305594
100028,0.23207427349339507
100038,0.645795910704975
100042,0.27787823209876805
100057,0.08186705980754454
100065,0.344456571885856
100066,0.1063581704579656
100067,0.4162156532278959
100074,0.45572399278497705
100090,0.26526783613233124
100091,0.6594551661745447
100092,0.49205934837234366
100106,0.3745297140833542
100107,0.43788066789819435
100109,0.35950447472469493
100117,0.1927924235977586
100128,0.31042655710161465
100141,0.13868159736887758
100150,0.17847873958201352
100168,0.11315138676587479
100169,0.19268961710748347
100170,0.37997279061859124
100171,0.33785391507765433
100172,0.5061717564204231
100184,0.41454764429337576
100187,0.49772364665075464
100212,0.45681277473779414
100222,0.44184596382369734
100223,0.1300266144559103
100232,0.12688642993772487
100241,0.6766537954861828
100245,0.10690459693668872
100253,0.1799882308738429
100256,0.4144039942343203
100271,0.10237381839148588
100278,0.779179617359381
100280,0.08985086825919227
100306,0.7546937794355313
100311,0.6392166468786351
100312,0.20082939479686662
100330,0.5043547733543194
100331,0.26438917635153886
100352,0.5038477990295522
100358,0.3557805127115408
100367,0.14429088790028827
100382,0.6391894313142132
100384,0.43503309606178353
100385,0.4568401934533518
100386,0.2326813518616513
100399,0.12699281284179254
100404,0.4096254564276925
100416,0.16393569269190428
100422,0.5342287572148311
100426,0.23923173710323126
100438,0.2143941645497899
100444,0.5873296702368374
100445,0.5687276001249026
100446,0.36735236849359537
100447,0.14474927080312128
100450,0.47216113956833217
100466,0.10264833903906422
100483,0.17800598714764768
100484,0.15338937313347065
100494,0.48296337765584896
100510,0.5231942299370965
100512,0.1066033627208049
100517,0.25886861228533237
100548,0.26570849308051114
100551,0.20243667420952863
100552,0.4470740201429155
100553,0.17160481055170254
100561,0.5524193770653142
100568,0.8900301371473391
100569,0.14597704302034364
100591,0.42749760367064116
100592,0.16211103428814605
100602,0.499995053825376
100607,0.3766436303841735
100613,0.4680158709767872
100617,0.5728848631515945
100618,0.4122755899283009
100622,0.3579836629423392
100625,0.6039004438816002
100677,0.5049520732035024
100699,0.20777043880369753
100702,0.852175655788033
100711,0.40638966255368947
100729,0.6052335870594416
100740,0.7734922979741835
100744,0.7573393297366273
100745,0.33410492390571145
100747,0.6165992510345238
100751,0.7470710199048789
100752,0.38937542874609377
100753,0.748077605451714
100754,0.6871107708300627
100760,0.2359418997440557
100762,0.6317228281184692
100763,0.2876451044666367
100765,0.15203103002602164
100770,0.4881629467678108
100772,0.19119144703674007
100777,0.1982261792494891
100791,0.1767550785142526
100792,0.07686122680733518
100797,0.17111345134406342
100823,0.25647997788237387
100826,0.1558650647190653
100830,0.3477923752341757
100836,0.7891210413174041
100872,0.3548432576649557
100910,0.24790443484779756
100913,0.5012317043950155
100918,0.19273230003631242
100931,0.05364702111336182
100952,0.350647610979805
100953,0.23745093997788025
100965,0.6669339538529352
100970,0.2537939369685288
100982,0.6803477376648499
100983,0.6912282581715619
100984,0.24925526007791807
100987,0.36032706027228323
100997,0.3603294066432433
100998,0.6458141600508974
101002,0.2376071770952763
101005,0.6295433965233375
101008,0.8030900560006875
101020,0.5338320509888415
101021,0.18260293836520397
101024,0.39002960602484954
101025,0.7159974866020857
101026,0.34455085202657215
101031,0.11350450505384933
101041,0.11856610851329573
101051,0.053623324690786414
101055,0.47521377349455063
101056,0.8201643360632415
101057,0.348993907329851
101064,0.15908994024616702
101079,0.578816119307506
101087,0.1920377805745115
101090,0.21764405172187787
101092,0.5225132962570237
101097,0.5230134269624085
101099,0.1906824867883848
101107,0.635405878520179
